timestamp,platform,address_id,address,zone,lat,lng,product,price,available,delivery_fee,service_fee,eta_min,promotions
2026-04-06T03:27:30.201460,rappi,polanco_masaryk,"Av. Presidente Masaryk 111, Polanco, CDMX",premium,19.4326,-99.1999,Big Mac,117.18,True,18.16,4.95,31.0,
2026-04-06T03:27:41.052402,rappi,polanco_masaryk,"Av. Presidente Masaryk 111, Polanco, CDMX",premium,19.4326,-99.1999,Coca-Cola 500ml,42.47,True,18.16,4.95,31.0,
2026-04-06T03:27:51.905639,rappi,polanco_masaryk,"Av. Presidente Masaryk 111, Polanco, CDMX",premium,19.4326,-99.1999,Combo Mediano,159.37,True,18.16,4.95,31.0,
2026-04-06T03:27:51.906627,rappi,polanco_ejercito,"Ejercito Nacional 843, Polanco, CDMX",premium,19.436,-99.204,Big Mac,118.47,True,,,,
2026-04-06T03:27:51.907640,rappi,polanco_ejercito,"Ejercito Nacional 843, Polanco, CDMX",premium,19.436,-99.204,Coca-Cola 500ml,41.03,True,,,,
2026-04-06T03:27:51.908629,rappi,polanco_ejercito,"Ejercito Nacional 843, Polanco, CDMX",premium,19.436,-99.204,Combo Mediano,162.77,True,,,,
2026-04-06T03:27:51.908629,rappi,lomas_reforma,"Paseo de la Reforma 2608, Lomas Chapultepec, CDMX",premium,19.4334,-99.2239,Big Mac,116.8,True,18.52,4.95,24.0,20% off con RappiPay
2026-04-06T03:27:51.909629,rappi,lomas_reforma,"Paseo de la Reforma 2608, Lomas Chapultepec, CDMX",premium,19.4334,-99.2239,Coca-Cola 500ml,41.95,True,18.52,4.95,24.0,20% off con RappiPay
2026-04-06T03:27:51.910760,rappi,lomas_reforma,"Paseo de la Reforma 2608, Lomas Chapultepec, CDMX",premium,19.4334,-99.2239,Combo Mediano,156.29,True,18.52,4.95,24.0,20% off con RappiPay
2026-04-06T03:27:51.910760,rappi,santa_fe_perisur,"Av. Vasco de Quiroga 3800, Santa Fe, CDMX",premium,19.3588,-99.2595,Big Mac,118.51,True,18.42,4.95,26.0,Rappi Turbo: entrega en 15 min
2026-04-06T03:27:51.911757,rappi,santa_fe_perisur,"Av. Vasco de Quiroga 3800, Santa Fe, CDMX",premium,19.3588,-99.2595,Coca-Cola 500ml,42.44,True,18.42,4.95,26.0,Rappi Turbo: entrega en 15 min
2026-04-06T03:27:51.912757,rappi,santa_fe_perisur,"Av. Vasco de Quiroga 3800, Santa Fe, CDMX",premium,19.3588,-99.2595,Combo Mediano,,False,18.42,4.95,26.0,Rappi Turbo: entrega en 15 min
2026-04-06T03:27:51.913757,rappi,interlomas,"Av. San Mateo 233, Interlomas, Huixquilucan",premium,19.413,-99.276,Big Mac,117.04,True,19.76,4.95,28.0,20% off con RappiPay
2026-04-06T03:27:51.914758,rappi,interlomas,"Av. San Mateo 233, Interlomas, Huixquilucan",premium,19.413,-99.276,Coca-Cola 500ml,41.17,True,19.76,4.95,28.0,20% off con RappiPay
2026-04-06T03:27:51.915758,rappi,interlomas,"Av. San Mateo 233, Interlomas, Huixquilucan",premium,19.413,-99.276,Combo Mediano,159.07,True,19.76,4.95,28.0,20% off con RappiPay
2026-04-06T03:27:51.916759,rappi,condesa_tamaulipas,"Av. Tamaulipas 66, Condesa, CDMX",medio_alto,19.4116,-99.1742,Big Mac,112.82,True,25.79,4.95,28.0,Envío gratis en tu primer pedido
2026-04-06T03:27:51.917758,rappi,condesa_tamaulipas,"Av. Tamaulipas 66, Condesa, CDMX",medio_alto,19.4116,-99.1742,Coca-Cola 500ml,40.21,True,25.79,4.95,28.0,Envío gratis en tu primer pedido
2026-04-06T03:27:51.917758,rappi,condesa_tamaulipas,"Av. Tamaulipas 66, Condesa, CDMX",medio_alto,19.4116,-99.1742,Combo Mediano,158.16,True,25.79,4.95,28.0,Envío gratis en tu primer pedido
2026-04-06T03:27:51.918757,rappi,roma_norte,"Álvaro Obregón 127, Roma Norte, CDMX",medio_alto,19.4192,-99.1606,Big Mac,115.48,True,22.86,4.95,28.0,
2026-04-06T03:27:51.918757,rappi,roma_norte,"Álvaro Obregón 127, Roma Norte, CDMX",medio_alto,19.4192,-99.1606,Coca-Cola 500ml,40.22,True,22.86,4.95,28.0,
2026-04-06T03:27:51.920758,rappi,roma_norte,"Álvaro Obregón 127, Roma Norte, CDMX",medio_alto,19.4192,-99.1606,Combo Mediano,150.5,True,22.86,4.95,28.0,
2026-04-06T03:27:51.921882,rappi,narvarte,"Amores 1304, Narvarte Poniente, CDMX",medio_alto,19.4021,-99.1628,Big Mac,112.03,True,26.14,4.95,27.0,
2026-04-06T03:27:51.921882,rappi,narvarte,"Amores 1304, Narvarte Poniente, CDMX",medio_alto,19.4021,-99.1628,Coca-Cola 500ml,39.46,True,26.14,4.95,27.0,
2026-04-06T03:27:51.922878,rappi,narvarte,"Amores 1304, Narvarte Poniente, CDMX",medio_alto,19.4021,-99.1628,Combo Mediano,157.94,True,26.14,4.95,27.0,
2026-04-06T03:27:51.922878,rappi,del_valle,"Insurgentes Sur 1079, Del Valle, CDMX",medio_alto,19.383,-99.159,Big Mac,107.7,True,32.21,4.95,31.0,
2026-04-06T03:27:51.923879,rappi,del_valle,"Insurgentes Sur 1079, Del Valle, CDMX",medio_alto,19.383,-99.159,Coca-Cola 500ml,38.33,True,32.21,4.95,31.0,
2026-04-06T03:27:51.923879,rappi,del_valle,"Insurgentes Sur 1079, Del Valle, CDMX",medio_alto,19.383,-99.159,Combo Mediano,,False,32.21,4.95,31.0,
2026-04-06T03:27:51.924878,rappi,coyoacan_centro,"Jardín Centenario 12, Coyoacán, CDMX",medio_alto,19.3451,-99.1613,Big Mac,111.68,True,33.16,4.95,37.0,
