timestamp,platform,address_id,address,zone,lat,lng,product,price,available,delivery_fee,service_fee,eta_min,promotions
2026-04-05T01:53:41.822030,rappi,polanco_masaryk,"Av. Presidente Masaryk 111, Polanco, CDMX",premium,19.4326,-99.1999,Big Mac,114.67,True,22.36,4.95,30.0,
2026-04-05T01:53:52.700269,rappi,polanco_masaryk,"Av. Presidente Masaryk 111, Polanco, CDMX",premium,19.4326,-99.1999,Coca-Cola 500ml,40.84,True,22.36,4.95,30.0,
2026-04-05T01:54:03.553025,rappi,polanco_masaryk,"Av. Presidente Masaryk 111, Polanco, CDMX",premium,19.4326,-99.1999,Combo Mediano,165.39,True,22.36,4.95,30.0,
2026-04-05T01:54:03.554023,rappi,polanco_ejercito,"Ejercito Nacional 843, Polanco, CDMX",premium,19.436,-99.204,Big Mac,115.41,True,21.74,4.95,22.0,
2026-04-05T01:54:03.555024,rappi,polanco_ejercito,"Ejercito Nacional 843, Polanco, CDMX",premium,19.436,-99.204,Coca-Cola 500ml,41.97,True,21.74,4.95,22.0,
2026-04-05T01:54:03.555024,rappi,polanco_ejercito,"Ejercito Nacional 843, Polanco, CDMX",premium,19.436,-99.204,Combo Mediano,159.48,True,21.74,4.95,22.0,
2026-04-05T01:54:03.556024,rappi,lomas_reforma,"Paseo de la Reforma 2608, Lomas Chapultepec, CDMX",premium,19.4334,-99.2239,Big Mac,120.88,True,18.65,4.95,32.0,
2026-04-05T01:54:03.556024,rappi,lomas_reforma,"Paseo de la Reforma 2608, Lomas Chapultepec, CDMX",premium,19.4334,-99.2239,Coca-Cola 500ml,,False,18.65,4.95,32.0,
2026-04-05T01:54:03.556024,rappi,lomas_reforma,"Paseo de la Reforma 2608, Lomas Chapultepec, CDMX",premium,19.4334,-99.2239,Combo Mediano,161.62,True,18.65,4.95,32.0,
2026-04-05T01:54:03.557024,rappi,santa_fe_perisur,"Av. Vasco de Quiroga 3800, Santa Fe, CDMX",premium,19.3588,-99.2595,Big Mac,115.96,True,21.23,4.95,30.0,
2026-04-05T01:54:03.558024,rappi,santa_fe_perisur,"Av. Vasco de Quiroga 3800, Santa Fe, CDMX",premium,19.3588,-99.2595,Coca-Cola 500ml,40.9,True,21.23,4.95,30.0,
