timestamp,platform,address_id,address,zone,lat,lng,product,price,available,delivery_fee,service_fee,eta_min,promotions
2026-04-05T22:17:19.819916,rappi,polanco_masaryk,"Av. Presidente Masaryk 111, Polanco, CDMX",premium,19.4326,-99.1999,Big Mac,114.21,True,18.01,4.95,33.0,Rappi Turbo: entrega en 15 min
2026-04-05T22:17:30.690450,rappi,polanco_masaryk,"Av. Presidente Masaryk 111, Polanco, CDMX",premium,19.4326,-99.1999,Coca-Cola 500ml,43.1,True,18.01,4.95,33.0,Rappi Turbo: entrega en 15 min
2026-04-05T22:17:41.615129,rappi,polanco_masaryk,"Av. Presidente Masaryk 111, Polanco, CDMX",premium,19.4326,-99.1999,Combo Mediano,159.0,True,18.01,4.95,33.0,Rappi Turbo: entrega en 15 min
2026-04-05T22:17:41.615129,rappi,polanco_ejercito,"Ejercito Nacional 843, Polanco, CDMX",premium,19.436,-99.204,Big Mac,114.02,True,17.86,4.95,31.0,
2026-04-05T22:17:41.616130,rappi,polanco_ejercito,"Ejercito Nacional 843, Polanco, CDMX",premium,19.436,-99.204,Coca-Cola 500ml,43.39,True,17.86,4.95,31.0,
2026-04-05T22:17:41.616130,rappi,polanco_ejercito,"Ejercito Nacional 843, Polanco, CDMX",premium,19.436,-99.204,Combo Mediano,157.54,True,17.86,4.95,31.0,
2026-04-05T22:17:41.617127,rappi,lomas_reforma,"Paseo de la Reforma 2608, Lomas Chapultepec, CDMX",premium,19.4334,-99.2239,Big Mac,121.24,True,20.84,4.95,26.0,
2026-04-05T22:17:41.618243,rappi,lomas_reforma,"Paseo de la Reforma 2608, Lomas Chapultepec, CDMX",premium,19.4334,-99.2239,Coca-Cola 500ml,43.12,True,20.84,4.95,26.0,
2026-04-05T22:17:41.618243,rappi,lomas_reforma,"Paseo de la Reforma 2608, Lomas Chapultepec, CDMX",premium,19.4334,-99.2239,Combo Mediano,161.0,True,20.84,4.95,26.0,
2026-04-05T22:17:41.619242,rappi,santa_fe_perisur,"Av. Vasco de Quiroga 3800, Santa Fe, CDMX",premium,19.3588,-99.2595,Big Mac,113.51,True,20.7,4.95,29.0,
2026-04-05T22:17:41.619242,rappi,santa_fe_perisur,"Av. Vasco de Quiroga 3800, Santa Fe, CDMX",premium,19.3588,-99.2595,Coca-Cola 500ml,41.88,True,20.7,4.95,29.0,
2026-04-05T22:17:41.619242,rappi,santa_fe_perisur,"Av. Vasco de Quiroga 3800, Santa Fe, CDMX",premium,19.3588,-99.2595,Combo Mediano,159.09,True,20.7,4.95,29.0,
2026-04-05T22:17:41.620240,rappi,interlomas,"Av. San Mateo 233, Interlomas, Huixquilucan",premium,19.413,-99.276,Big Mac,119.9,True,,,,
2026-04-05T22:17:41.620240,rappi,interlomas,"Av. San Mateo 233, Interlomas, Huixquilucan",premium,19.413,-99.276,Coca-Cola 500ml,40.51,True,,,,
2026-04-05T22:17:41.621242,rappi,interlomas,"Av. San Mateo 233, Interlomas, Huixquilucan",premium,19.413,-99.276,Combo Mediano,157.94,True,,,,
2026-04-05T22:17:41.621242,rappi,condesa_tamaulipas,"Av. Tamaulipas 66, Condesa, CDMX",medio_alto,19.4116,-99.1742,Big Mac,111.6,True,26.09,4.95,27.0,
2026-04-05T22:17:41.622241,rappi,condesa_tamaulipas,"Av. Tamaulipas 66, Condesa, CDMX",medio_alto,19.4116,-99.1742,Coca-Cola 500ml,40.81,True,26.09,4.95,27.0,
2026-04-05T22:17:41.622241,rappi,condesa_tamaulipas,"Av. Tamaulipas 66, Condesa, CDMX",medio_alto,19.4116,-99.1742,Combo Mediano,149.28,True,26.09,4.95,27.0,
2026-04-05T22:17:41.623245,rappi,roma_norte,"Álvaro Obregón 127, Roma Norte, CDMX",medio_alto,19.4192,-99.1606,Big Mac,111.53,True,,,,
2026-04-05T22:17:41.623245,rappi,roma_norte,"Álvaro Obregón 127, Roma Norte, CDMX",medio_alto,19.4192,-99.1606,Coca-Cola 500ml,40.9,True,,,,
2026-04-05T22:17:41.624241,rappi,roma_norte,"Álvaro Obregón 127, Roma Norte, CDMX",medio_alto,19.4192,-99.1606,Combo Mediano,153.4,True,,,,
2026-04-05T22:17:41.624241,rappi,narvarte,"Amores 1304, Narvarte Poniente, CDMX",medio_alto,19.4021,-99.1628,Big Mac,111.07,True,22.46,4.95,31.0,
2026-04-05T22:17:41.625241,rappi,narvarte,"Amores 1304, Narvarte Poniente, CDMX",medio_alto,19.4021,-99.1628,Coca-Cola 500ml,40.61,True,22.46,4.95,31.0,
2026-04-05T22:17:41.625241,rappi,narvarte,"Amores 1304, Narvarte Poniente, CDMX",medio_alto,19.4021,-99.1628,Combo Mediano,152.82,True,22.46,4.95,31.0,
2026-04-05T22:17:41.626240,rappi,del_valle,"Insurgentes Sur 1079, Del Valle, CDMX",medio_alto,19.383,-99.159,Big Mac,111.52,True,27.63,4.95,37.0,Rappi Turbo: entrega en 15 min
2026-04-05T22:17:41.626240,rappi,del_valle,"Insurgentes Sur 1079, Del Valle, CDMX",medio_alto,19.383,-99.159,Coca-Cola 500ml,40.03,True,27.63,4.95,37.0,Rappi Turbo: entrega en 15 min
2026-04-05T22:17:41.626240,rappi,del_valle,"Insurgentes Sur 1079, Del Valle, CDMX",medio_alto,19.383,-99.159,Combo Mediano,,False,27.63,4.95,37.0,Rappi Turbo: entrega en 15 min
2026-04-05T22:17:41.627241,rappi,coyoacan_centro,"Jardín Centenario 12, Coyoacán, CDMX",medio_alto,19.3451,-99.1613,Big Mac,110.84,True,28.66,4.95,39.0,
2026-04-05T22:17:41.627241,rappi,coyoacan_centro,"Jardín Centenario 12, Coyoacán, CDMX",medio_alto,19.3451,-99.1613,Coca-Cola 500ml,38.37,True,28.66,4.95,39.0,
2026-04-05T22:17:41.627241,rappi,coyoacan_centro,"Jardín Centenario 12, Coyoacán, CDMX",medio_alto,19.3451,-99.1613,Combo Mediano,154.9,True,28.66,4.95,39.0,
2026-04-05T22:17:41.628240,rappi,satelite,"Circuito Médicos 13, Ciudad Satélite, Naucalpan",medio,19.502,-99.234,Big Mac,119.02,True,19.79,4.95,28.0,
2026-04-05T22:17:41.628240,rappi,satelite,"Circuito Médicos 13, Ciudad Satélite, Naucalpan",medio,19.502,-99.234,Coca-Cola 500ml,42.29,True,19.79,4.95,28.0,
2026-04-05T22:17:41.629239,rappi,satelite,"Circuito Médicos 13, Ciudad Satélite, Naucalpan",medio,19.502,-99.234,Combo Mediano,163.88,True,19.79,4.95,28.0,
2026-04-05T22:17:41.629239,rappi,ecatepec_centro,"Av. Central 100, Ecatepec de Morelos, Edomex",medio,19.6018,-99.0491,Big Mac,,False,,,,
2026-04-05T22:17:41.630240,rappi,ecatepec_centro,"Av. Central 100, Ecatepec de Morelos, Edomex",medio,19.6018,-99.0491,Coca-Cola 500ml,37.44,True,,,,
2026-04-05T22:17:41.630240,rappi,ecatepec_centro,"Av. Central 100, Ecatepec de Morelos, Edomex",medio,19.6018,-99.0491,Combo Mediano,149.09,True,,,,
2026-04-05T22:17:41.630240,rappi,tlalpan,"Calzada de Tlalpan 3700, Tlalpan, CDMX",medio,19.2914,-99.1634,Big Mac,105.18,True,,,,
2026-04-05T22:17:41.631239,rappi,tlalpan,"Calzada de Tlalpan 3700, Tlalpan, CDMX",medio,19.2914,-99.1634,Coca-Cola 500ml,38.52,True,,,,
2026-04-05T22:17:41.631239,rappi,tlalpan,"Calzada de Tlalpan 3700, Tlalpan, CDMX",medio,19.2914,-99.1634,Combo Mediano,,False,,,,
2026-04-05T22:17:41.631239,rappi,azcapo_aquiles,"Av. Aquiles Serdán 620, Azcapotzalco, CDMX",medio,19.486,-99.1854,Big Mac,,False,30.74,4.95,30.0,
2026-04-05T22:17:41.632240,rappi,azcapo_aquiles,"Av. Aquiles Serdán 620, Azcapotzalco, CDMX",medio,19.486,-99.1854,Coca-Cola 500ml,39.03,True,30.74,4.95,30.0,
2026-04-05T22:17:41.632240,rappi,azcapo_aquiles,"Av. Aquiles Serdán 620, Azcapotzalco, CDMX",medio,19.486,-99.1854,Combo Mediano,146.02,True,30.74,4.95,30.0,
