timestamp,platform,address_id,address,zone,lat,lng,product,price,available,delivery_fee,service_fee,eta_min,promotions,total_cost
2026-04-05T01:47:35.123112,rappi,polanco_masaryk,"Av. Presidente Masaryk 111, Polanco, CDMX",premium,19.4326,-99.1999,Big Mac,119.6,True,20.11,4.95,26.0,15% de descuento en combos,144.65999999999997
2026-04-05T01:47:45.991776,rappi,polanco_masaryk,"Av. Presidente Masaryk 111, Polanco, CDMX",premium,19.4326,-99.1999,Coca-Cola 500ml,42.13,True,20.11,4.95,26.0,15% de descuento en combos,67.19
2026-04-05T01:47:56.849245,rappi,polanco_masaryk,"Av. Presidente Masaryk 111, Polanco, CDMX",premium,19.4326,-99.1999,Combo Mediano,160.25,True,20.11,4.95,26.0,15% de descuento en combos,185.31
2026-04-05T01:47:56.849245,rappi,polanco_ejercito,"Ejercito Nacional 843, Polanco, CDMX",premium,19.436,-99.204,Big Mac,114.16,True,20.98,4.95,24.0,,140.08999999999997
2026-04-05T01:47:56.850247,rappi,polanco_ejercito,"Ejercito Nacional 843, Polanco, CDMX",premium,19.436,-99.204,Coca-Cola 500ml,42.49,True,20.98,4.95,24.0,,68.42
2026-04-05T01:47:56.850247,rappi,polanco_ejercito,"Ejercito Nacional 843, Polanco, CDMX",premium,19.436,-99.204,Combo Mediano,,False,20.98,4.95,24.0,,
2026-04-05T01:47:56.851245,rappi,lomas_reforma,"Paseo de la Reforma 2608, Lomas Chapultepec, CDMX",premium,19.4334,-99.2239,Big Mac,118.82,True,17.78,4.95,31.0,,141.54999999999998
2026-04-05T01:47:56.852247,rappi,lomas_reforma,"Paseo de la Reforma 2608, Lomas Chapultepec, CDMX",premium,19.4334,-99.2239,Coca-Cola 500ml,40.78,True,17.78,4.95,31.0,,63.510000000000005
2026-04-05T01:47:56.853244,rappi,lomas_reforma,"Paseo de la Reforma 2608, Lomas Chapultepec, CDMX",premium,19.4334,-99.2239,Combo Mediano,162.49,True,17.78,4.95,31.0,,185.22
2026-04-05T01:47:56.854247,rappi,santa_fe_perisur,"Av. Vasco de Quiroga 3800, Santa Fe, CDMX",premium,19.3588,-99.2595,Big Mac,116.03,True,18.07,4.95,28.0,Rappi Turbo: entrega en 15 min,139.04999999999998
2026-04-05T01:47:56.854247,rappi,santa_fe_perisur,"Av. Vasco de Quiroga 3800, Santa Fe, CDMX",premium,19.3588,-99.2595,Coca-Cola 500ml,40.97,True,18.07,4.95,28.0,Rappi Turbo: entrega en 15 min,63.99
2026-04-05T01:47:56.855248,rappi,santa_fe_perisur,"Av. Vasco de Quiroga 3800, Santa Fe, CDMX",premium,19.3588,-99.2595,Combo Mediano,161.42,True,18.07,4.95,28.0,Rappi Turbo: entrega en 15 min,184.43999999999997
2026-04-05T01:47:56.856247,rappi,interlomas,"Av. San Mateo 233, Interlomas, Huixquilucan",premium,19.413,-99.276,Big Mac,120.65,True,18.5,4.95,27.0,,144.1
2026-04-05T01:47:56.857250,rappi,interlomas,"Av. San Mateo 233, Interlomas, Huixquilucan",premium,19.413,-99.276,Coca-Cola 500ml,43.24,True,18.5,4.95,27.0,,66.69
2026-04-05T01:47:56.858248,rappi,interlomas,"Av. San Mateo 233, Interlomas, Huixquilucan",premium,19.413,-99.276,Combo Mediano,161.73,True,18.5,4.95,27.0,,185.17999999999998
2026-04-05T01:47:56.859255,rappi,condesa_tamaulipas,"Av. Tamaulipas 66, Condesa, CDMX",medio_alto,19.4116,-99.1742,Big Mac,110.06,True,23.37,4.95,33.0,,138.38
2026-04-05T01:47:56.860247,rappi,condesa_tamaulipas,"Av. Tamaulipas 66, Condesa, CDMX",medio_alto,19.4116,-99.1742,Coca-Cola 500ml,41.18,True,23.37,4.95,33.0,,69.5
2026-04-05T01:47:56.860247,rappi,condesa_tamaulipas,"Av. Tamaulipas 66, Condesa, CDMX",medio_alto,19.4116,-99.1742,Combo Mediano,158.71,True,23.37,4.95,33.0,,187.03
2026-04-05T01:47:56.861248,rappi,roma_norte,"Álvaro Obregón 127, Roma Norte, CDMX",medio_alto,19.4192,-99.1606,Big Mac,112.63,True,25.71,4.95,37.0,,143.29
2026-04-05T01:47:56.861248,rappi,roma_norte,"Álvaro Obregón 127, Roma Norte, CDMX",medio_alto,19.4192,-99.1606,Coca-Cola 500ml,39.7,True,25.71,4.95,37.0,,70.36
2026-04-05T01:47:56.862246,rappi,roma_norte,"Álvaro Obregón 127, Roma Norte, CDMX",medio_alto,19.4192,-99.1606,Combo Mediano,159.51,True,25.71,4.95,37.0,,190.17
2026-04-05T01:47:56.862246,rappi,narvarte,"Amores 1304, Narvarte Poniente, CDMX",medio_alto,19.4021,-99.1628,Big Mac,111.88,True,25.13,4.95,25.0,,141.95999999999998
2026-04-05T01:47:56.863248,rappi,narvarte,"Amores 1304, Narvarte Poniente, CDMX",medio_alto,19.4021,-99.1628,Coca-Cola 500ml,40.52,True,25.13,4.95,25.0,,70.60000000000001
2026-04-05T01:47:56.863248,rappi,narvarte,"Amores 1304, Narvarte Poniente, CDMX",medio_alto,19.4021,-99.1628,Combo Mediano,,False,25.13,4.95,25.0,,
2026-04-05T01:47:56.864246,rappi,del_valle,"Insurgentes Sur 1079, Del Valle, CDMX",medio_alto,19.383,-99.159,Big Mac,108.66,True,28.75,4.95,36.0,,142.35999999999999
2026-04-05T01:47:56.864246,rappi,del_valle,"Insurgentes Sur 1079, Del Valle, CDMX",medio_alto,19.383,-99.159,Coca-Cola 500ml,39.31,True,28.75,4.95,36.0,,73.01
2026-04-05T01:47:56.865247,rappi,del_valle,"Insurgentes Sur 1079, Del Valle, CDMX",medio_alto,19.383,-99.159,Combo Mediano,144.91,True,28.75,4.95,36.0,,178.60999999999999
2026-04-05T01:47:56.866258,rappi,coyoacan_centro,"Jardín Centenario 12, Coyoacán, CDMX",medio_alto,19.3451,-99.1613,Big Mac,113.01,True,33.47,4.95,32.0,20% off con RappiPay,151.43
2026-04-05T01:47:56.866258,rappi,coyoacan_centro,"Jardín Centenario 12, Coyoacán, CDMX",medio_alto,19.3451,-99.1613,Coca-Cola 500ml,,False,33.47,4.95,32.0,20% off con RappiPay,
2026-04-05T01:47:56.867250,rappi,coyoacan_centro,"Jardín Centenario 12, Coyoacán, CDMX",medio_alto,19.3451,-99.1613,Combo Mediano,146.28,True,33.47,4.95,32.0,20% off con RappiPay,184.7
2026-04-05T01:47:56.867250,rappi,satelite,"Circuito Médicos 13, Ciudad Satélite, Naucalpan",medio,19.502,-99.234,Big Mac,118.72,True,20.22,4.95,24.0,,143.89
2026-04-05T01:47:56.868249,rappi,satelite,"Circuito Médicos 13, Ciudad Satélite, Naucalpan",medio,19.502,-99.234,Coca-Cola 500ml,42.83,True,20.22,4.95,24.0,,68.0
2026-04-05T01:47:56.868249,rappi,satelite,"Circuito Médicos 13, Ciudad Satélite, Naucalpan",medio,19.502,-99.234,Combo Mediano,160.8,True,20.22,4.95,24.0,,185.97
2026-04-05T01:47:56.869248,rappi,ecatepec_centro,"Av. Central 100, Ecatepec de Morelos, Edomex",medio,19.6018,-99.0491,Big Mac,108.98,True,,,,,108.98
2026-04-05T01:47:56.869248,rappi,ecatepec_centro,"Av. Central 100, Ecatepec de Morelos, Edomex",medio,19.6018,-99.0491,Coca-Cola 500ml,38.35,True,,,,,38.35
2026-04-05T01:47:56.870248,rappi,ecatepec_centro,"Av. Central 100, Ecatepec de Morelos, Edomex",medio,19.6018,-99.0491,Combo Mediano,,False,,,,,
2026-04-05T01:47:56.871247,rappi,tlalpan,"Calzada de Tlalpan 3700, Tlalpan, CDMX",medio,19.2914,-99.1634,Big Mac,109.52,True,,,,,109.52
2026-04-05T01:47:56.872249,rappi,tlalpan,"Calzada de Tlalpan 3700, Tlalpan, CDMX",medio,19.2914,-99.1634,Coca-Cola 500ml,38.08,True,,,,,38.08
2026-04-05T01:47:56.904251,rappi,tlalpan,"Calzada de Tlalpan 3700, Tlalpan, CDMX",medio,19.2914,-99.1634,Combo Mediano,145.2,True,,,,,145.2
2026-04-05T01:47:56.919253,rappi,azcapo_aquiles,"Av. Aquiles Serdán 620, Azcapotzalco, CDMX",medio,19.486,-99.1854,Big Mac,109.77,True,32.28,4.95,33.0,Rappi Turbo: entrega en 15 min,147.0
2026-04-05T01:47:56.921251,rappi,azcapo_aquiles,"Av. Aquiles Serdán 620, Azcapotzalco, CDMX",medio,19.486,-99.1854,Coca-Cola 500ml,39.12,True,32.28,4.95,33.0,Rappi Turbo: entrega en 15 min,76.35000000000001
2026-04-05T01:47:56.922250,rappi,azcapo_aquiles,"Av. Aquiles Serdán 620, Azcapotzalco, CDMX",medio,19.486,-99.1854,Combo Mediano,154.23,True,32.28,4.95,33.0,Rappi Turbo: entrega en 15 min,191.45999999999998
2026-04-05T01:47:56.923250,rappi,gustavo_madero,"Av. Montevideo 400, Gustavo A. Madero, CDMX",medio,19.4888,-99.117,Big Mac,108.72,True,30.37,4.95,32.0,,144.04
2026-04-05T01:47:56.923250,rappi,gustavo_madero,"Av. Montevideo 400, Gustavo A. Madero, CDMX",medio,19.4888,-99.117,Coca-Cola 500ml,,False,30.37,4.95,32.0,,
2026-04-05T01:47:56.924251,rappi,gustavo_madero,"Av. Montevideo 400, Gustavo A. Madero, CDMX",medio,19.4888,-99.117,Combo Mediano,153.69,True,30.37,4.95,32.0,,189.01
2026-04-05T01:47:56.925250,rappi,cuauhtémoc_doctores,"Dr. Lavista 144, Doctores, CDMX",medio,19.4117,-99.1497,Big Mac,108.63,True,33.58,4.95,39.0,,147.15999999999997
2026-04-05T01:47:56.925250,rappi,cuauhtémoc_doctores,"Dr. Lavista 144, Doctores, CDMX",medio,19.4117,-99.1497,Coca-Cola 500ml,38.69,True,33.58,4.95,39.0,,77.22
2026-04-05T01:47:56.926252,rappi,cuauhtémoc_doctores,"Dr. Lavista 144, Doctores, CDMX",medio,19.4117,-99.1497,Combo Mediano,151.15,True,33.58,4.95,39.0,,189.68
2026-04-05T01:47:56.926252,rappi,pedregal,"Insurgentes Sur 3465, Pedregal de San Ángel, CDMX",medio,19.321,-99.189,Big Mac,112.66,True,28.58,4.95,30.0,,146.19
2026-04-05T01:47:56.927251,rappi,pedregal,"Insurgentes Sur 3465, Pedregal de San Ángel, CDMX",medio,19.321,-99.189,Coca-Cola 500ml,,False,28.58,4.95,30.0,,
2026-04-05T01:47:56.928252,rappi,pedregal,"Insurgentes Sur 3465, Pedregal de San Ángel, CDMX",medio,19.321,-99.189,Combo Mediano,150.19,True,28.58,4.95,30.0,,183.71999999999997
2026-04-05T01:47:56.929251,rappi,mixcoac,"Patriotismo 229, Mixcoac, CDMX",medio,19.3795,-99.1868,Big Mac,109.05,True,28.9,4.95,37.0,,142.89999999999998
2026-04-05T01:47:56.940253,rappi,mixcoac,"Patriotismo 229, Mixcoac, CDMX",medio,19.3795,-99.1868,Coca-Cola 500ml,39.27,True,28.9,4.95,37.0,,73.12
2026-04-05T01:47:56.940253,rappi,mixcoac,"Patriotismo 229, Mixcoac, CDMX",medio,19.3795,-99.1868,Combo Mediano,150.18,True,28.9,4.95,37.0,,184.03
2026-04-05T01:47:56.941252,rappi,tepito,"Eje 1 Norte 39, Tepito, CDMX",popular,19.4438,-99.127,Big Mac,106.43,True,27.72,4.95,39.0,,139.1
2026-04-05T01:47:56.942252,rappi,tepito,"Eje 1 Norte 39, Tepito, CDMX",popular,19.4438,-99.127,Coca-Cola 500ml,,False,27.72,4.95,39.0,,
2026-04-05T01:47:56.942252,rappi,tepito,"Eje 1 Norte 39, Tepito, CDMX",popular,19.4438,-99.127,Combo Mediano,146.09,True,27.72,4.95,39.0,,178.76
2026-04-05T01:47:56.943252,rappi,iztapalapa_canal,"Canal de San Juan 268, Iztapalapa, CDMX",popular,19.3576,-99.0627,Big Mac,113.11,True,,,,,113.11
2026-04-05T01:47:56.943252,rappi,iztapalapa_canal,"Canal de San Juan 268, Iztapalapa, CDMX",popular,19.3576,-99.0627,Coca-Cola 500ml,38.97,True,,,,,38.97
2026-04-05T01:47:56.944251,rappi,iztapalapa_canal,"Canal de San Juan 268, Iztapalapa, CDMX",popular,19.3576,-99.0627,Combo Mediano,152.0,True,,,,,152.0
