timestamp,platform,address_id,address,zone,lat,lng,product,price,available,delivery_fee,service_fee,eta_min,promotions,total_cost
2026-04-05T22:17:19.819916,rappi,polanco_masaryk,"Av. Presidente Masaryk 111, Polanco, CDMX",premium,19.4326,-99.1999,Big Mac,114.21,True,18.01,4.95,33.0,Rappi Turbo: entrega en 15 min,137.17
2026-04-05T22:17:30.690450,rappi,polanco_masaryk,"Av. Presidente Masaryk 111, Polanco, CDMX",premium,19.4326,-99.1999,Coca-Cola 500ml,43.1,True,18.01,4.95,33.0,Rappi Turbo: entrega en 15 min,66.06
2026-04-05T22:17:41.615129,rappi,polanco_masaryk,"Av. Presidente Masaryk 111, Polanco, CDMX",premium,19.4326,-99.1999,Combo Mediano,159.0,True,18.01,4.95,33.0,Rappi Turbo: entrega en 15 min,181.95999999999998
2026-04-05T22:17:41.615129,rappi,polanco_ejercito,"Ejercito Nacional 843, Polanco, CDMX",premium,19.436,-99.204,Big Mac,114.02,True,17.86,4.95,31.0,,136.82999999999998
2026-04-05T22:17:41.616130,rappi,polanco_ejercito,"Ejercito Nacional 843, Polanco, CDMX",premium,19.436,-99.204,Coca-Cola 500ml,43.39,True,17.86,4.95,31.0,,66.2
2026-04-05T22:17:41.616130,rappi,polanco_ejercito,"Ejercito Nacional 843, Polanco, CDMX",premium,19.436,-99.204,Combo Mediano,157.54,True,17.86,4.95,31.0,,180.34999999999997
2026-04-05T22:17:41.617127,rappi,lomas_reforma,"Paseo de la Reforma 2608, Lomas Chapultepec, CDMX",premium,19.4334,-99.2239,Big Mac,121.24,True,20.84,4.95,26.0,,147.02999999999997
2026-04-05T22:17:41.618243,rappi,lomas_reforma,"Paseo de la Reforma 2608, Lomas Chapultepec, CDMX",premium,19.4334,-99.2239,Coca-Cola 500ml,43.12,True,20.84,4.95,26.0,,68.91
2026-04-05T22:17:41.618243,rappi,lomas_reforma,"Paseo de la Reforma 2608, Lomas Chapultepec, CDMX",premium,19.4334,-99.2239,Combo Mediano,161.0,True,20.84,4.95,26.0,,186.79
2026-04-05T22:17:41.619242,rappi,santa_fe_perisur,"Av. Vasco de Quiroga 3800, Santa Fe, CDMX",premium,19.3588,-99.2595,Big Mac,113.51,True,20.7,4.95,29.0,,139.16
